"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"3","3","Kederekt Leviathan","2x2","Near Mint","English","","","2023-05-11 03:39:29.403000","55","False","False",""
"1","1","Keen Duelist","c21","Near Mint","English","","","2023-05-11 04:35:52.227000","42","False","False",""
"1","1","Keening Banshee","gvl","Near Mint","English","","","2023-05-11 03:39:29.403000","44","False","False",""
"1","1","Keeper of Fables","znc","Near Mint","English","","","2023-05-11 04:38:36.217000","71","False","False",""
"1","1","Keeper of Secrets","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","78★","False","False",""
"1","1","Keeper of the Accord","moc","Near Mint","English","","","2023-05-11 04:12:54.543000","191","False","False",""
"3","3","Keeper of the Cadence","bro","Near Mint","English","","","2023-05-11 03:39:29.403000","54","False","False",""
"1","1","Keiga, the Tide Star","clb","Near Mint","English","","","2023-05-11 04:28:15.497000","725","False","False",""
"1","1","Kelsien, the Plague","c20","Near Mint","English","","","2023-05-11 04:39:17.023000","11","False","False",""
"2","2","Kemba, Kha Enduring","one","Near Mint","English","","","2023-05-11 03:39:29.403000","19","False","False",""
"1","1","Kemba's Banner","onc","Near Mint","English","","","2023-05-11 04:13:57.707000","7","False","False",""
"3","3","Kenku Artificer","clb","Near Mint","English","","","2023-05-11 03:39:29.403000","80","False","False",""
"1","1","Kenrith, the Returned King","eld","Near Mint","English","foil","","2023-05-11 03:39:29.403000","303","False","False",""
"1","1","Kenrith's Transformation","afc","Near Mint","English","","","2023-05-11 04:34:00.793000","162","False","False",""
"1","1","Keskit, the Flesh Sculptor","moc","Near Mint","English","","","2023-05-11 04:11:23.677000","254","False","False",""
"2","2","Kess, Dissident Mage","ncc","Near Mint","English","","","2023-05-11 03:39:29.403000","344","False","False",""
"1","1","Kessig Cagebreakers","mic","Near Mint","English","","","2023-05-11 04:33:40.623000","142","False","False",""
"1","1","Kessig Wolf Run","c20","Near Mint","English","","","2023-05-11 04:39:34.377000","284","False","False",""
"2","2","Kessig Wolf Run","clb","Near Mint","English","","","2023-05-11 03:39:29.403000","898","False","False",""
"1","1","Kessig Wolf Run","ncc","Near Mint","English","","","2023-05-11 04:30:41.427000","411","False","False",""
"1","1","Kessig Wolf Run","moc","Near Mint","English","","","2023-05-11 04:13:21.283000","410","False","False",""
"1","1","Ketria","moc","Near Mint","English","","","2023-05-11 04:11:23.677000","55","False","False",""
"4","4","Ketria Triome","iko","Near Mint","English","","","2023-05-11 03:39:29.403000","250","False","False",""
"1","1","Key to the City","c21","Near Mint","English","","","2023-05-11 04:35:30.470000","248","False","False",""
"1","1","Key to the City","c19","Near Mint","English","","","2023-05-11 04:41:36.233000","216","False","False",""
"4","4","Keymaster Rogue","gtc","Near Mint","English","","","2023-05-11 03:39:29.403000","39","False","False",""
"1","1","Khalni Heart Expedition","cmr","Near Mint","English","","","2023-05-11 04:38:03.290000","428","False","False",""
"1","1","Khalni Heart Expedition","znc","Near Mint","English","","","2023-05-11 04:38:36.217000","72","False","False",""
"1","1","Kharasha Foothills","opca","Near Mint","English","","","2023-05-11 04:13:21.283000","43","False","False",""
"1","1","Khârn the Betrayer","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","79★","False","False",""
"1","1","Kher Keep","onc","Near Mint","English","","","2023-05-11 04:13:57.707000","157","False","False",""
"1","1","Kher Keep","clb","Near Mint","English","","","2023-05-11 04:28:15.497000","899","False","False",""
"1","1","Kher Keep","moc","Near Mint","English","","","2023-05-11 04:12:54.543000","411","False","False",""
"1","1","Kheru Lich Lord","ktk","Near Mint","English","","","2023-05-11 03:39:29.403000","182","False","False",""
"1","1","Kheru Spellsnatcher","c19","Near Mint","English","","","2023-05-11 04:40:47.203000","89","False","False",""
"1","1","Kill! Maim! Burn!","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","128★","False","False",""
"1","1","Killer Service","ncc","Near Mint","English","","","2023-05-11 04:31:11.580000","61","False","False",""
"4","4","Killing Wave","avr","Near Mint","English","","","2023-05-11 03:39:29.403000","111","False","False",""
"2","2","Kiln Fiend","jmp","Near Mint","English","","","2023-05-11 03:39:29.403000","338","False","False",""
"2","2","Kiln Walker","nph","Near Mint","English","","","2023-05-11 03:39:29.403000","142","False","False",""
"1","1","Kindly Ancestor // Ancestor's Embrace","vow","Near Mint","English","","","2023-05-11 03:39:29.403000","22","False","False",""
"2","2","Kindred Boon","c17","Near Mint","English","","","2023-05-11 03:39:29.403000","5","False","False",""
"2","2","Kindred Discovery","clb","Near Mint","English","","","2023-05-11 03:39:29.403000","81","False","False",""
"2","2","Kindred Dominance","c17","Near Mint","English","","","2023-05-11 03:39:29.403000","18","False","False",""
"1","1","Kindred Summons","afc","Near Mint","English","","","2023-05-11 04:34:18.350000","163","False","False",""
"2","2","Kiora, Behemoth Beckoner","war","Near Mint","English","","","2023-05-11 03:39:29.403000","232","False","False",""
"6","6","Kiora's Dambreaker","war","Near Mint","English","","","2023-05-11 03:39:29.403000","58","False","False",""
"1","1","Kirtar's Wrath","voc","Near Mint","English","","","2023-05-11 04:33:01.133000","91","False","False",""
"7","7","Kitchen Imp","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","89","False","False",""
"1","1","Kite Shield","m12","Near Mint","English","","","2023-05-11 03:39:29.403000","210","False","False",""
"1","1","Kitt Kanto, Mayhem Diva","ncc","Near Mint","English","foil","","2023-05-11 04:31:11.580000","4","False","False",""
"1","1","Klauth, Unrivaled Ancient","afc","Near Mint","English","foil","","2023-05-11 04:34:18.350000","50","False","False",""
"1","1","Klauth's Will","afc","Near Mint","English","","","2023-05-11 04:34:18.350000","51","False","False",""
"1","1","Knight Exemplar","moc","Near Mint","English","","","2023-05-11 04:13:06.887000","192","False","False",""
"1","1","Knight of Autumn","afc","Near Mint","English","","","2023-05-11 04:34:00.793000","187","False","False",""
"3","3","Knight of Dusk's Shadow","dmu","Near Mint","English","","","2023-05-11 03:39:29.403000","96","False","False",""
"1","1","Knight of New Alara","dmc","Near Mint","English","","","2023-05-11 04:24:17.887000","156","False","False",""
"1","1","Knight of the Ebon Legion","m20","Near Mint","English","","","2023-05-11 03:39:29.403000","105","False","False",""
"1","1","Knight of the Last Breath","moc","Near Mint","English","","","2023-05-11 04:13:06.887000","331","False","False",""
"1","1","Knight of the White Orchid","moc","Near Mint","English","","","2023-05-11 04:13:06.887000","193","False","False",""
"1","1","Knight of the White Orchid","voc","Near Mint","English","","","2023-05-11 04:33:01.133000","92","False","False",""
"1","1","Knight of the White Orchid","mic","Near Mint","English","","","2023-05-11 04:33:40.623000","88","False","False",""
"1","1","Knight of the White Orchid","c21","Near Mint","English","","","2023-05-11 04:35:52.227000","95","False","False",""
"1","1","Knight of the White Orchid","c20","Near Mint","English","","","2023-05-11 04:39:17.023000","93","False","False",""
"1","1","Knight Paladin","40k","Near Mint","English","foil","","2023-05-11 04:16:35.363000","160★","False","False",""
"1","1","Knight Paladin","40k","Near Mint","English","","","2023-05-11 04:18:16.417000","160","False","False",""
"1","1","Knight Rampager","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","80★","False","False",""
"5","5","Knighted Myr","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","17","False","False",""
"9","9","Knightly Valor","2x2","Near Mint","English","","","2023-05-11 03:39:29.403000","14","False","False",""
"1","1","Knights' Charge","moc","Near Mint","English","","","2023-05-11 04:13:06.887000","333","False","False",""
"1","1","Knights of the Black Rose","moc","Near Mint","English","","","2023-05-11 04:13:06.887000","332","False","False",""
"1","1","Kodama of the East Tree","cmr","Near Mint","English","","","2023-05-11 03:39:29.403000","239","False","False",""
"1","1","Raging Ravine","clb","Near Mint","English","","","2023-05-11 04:28:45.500000","910","False","False",""
"1","1","Raiders' Karve","nec","Near Mint","English","","","2023-05-11 04:31:54.087000","156","False","False",""
"1","1","Rain of Riches","ncc","Near Mint","English","","","2023-05-11 04:30:41.427000","50","False","False",""
"1","1","Rakdos Carnarium","voc","Near Mint","English","","","2023-05-11 04:32:44.193000","180","False","False",""
"1","1","Rakdos Carnarium","c19","Near Mint","English","","","2023-05-11 04:41:36.233000","266","False","False",""
"1","1","Rakdos Carnarium","c20","Near Mint","English","","","2023-05-11 04:39:17.023000","300","False","False",""
"1","1","Rakdos Carnarium","afc","Near Mint","English","","","2023-05-11 04:35:03.783000","257","False","False",""
"7","7","Rakdos Carnarium","dmc","Near Mint","English","","","2023-05-11 03:39:29.403000","226","False","False",""
"1","1","Rakdos Carnarium","brc","Near Mint","English","","","2023-05-11 04:15:30.133000","194","False","False",""
"1","1","Rakdos Charm","afc","Near Mint","English","","","2023-05-11 04:35:03.783000","190","False","False",""
"1","1","Rakdos Charm","voc","Near Mint","English","","","2023-05-11 04:32:44.193000","156","False","False",""
"1","1","Rakdos Guildgate","c19","Near Mint","English","","","2023-05-11 04:41:36.233000","267","False","False",""
"3","3","Rakdos Headliner","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","210","False","False",""
"1","1","Rakdos Locket","c19","Near Mint","English","","","2023-05-11 04:41:36.233000","220","False","False",""
"1","1","Rakdos Signet","brc","Near Mint","English","","","2023-05-11 04:15:30.133000","156","False","False",""
"1","1","Rakdos Signet","c20","Near Mint","English","","","2023-05-11 04:39:17.023000","249","False","False",""
"1","1","Rakdos Signet","voc","Near Mint","English","","","2023-05-11 04:32:44.193000","166","False","False",""
"1","1","Rakdos Signet","ncc","Near Mint","English","","","2023-05-11 04:29:57.457000","378","False","False",""
"1","1","Rakdos Signet","afc","Near Mint","English","","","2023-05-11 04:35:03.783000","214","False","False",""
"3","3","Rakish Heir","voc","Near Mint","English","","","2023-05-11 03:39:29.403000","149","False","False",""
"1","1","Ral Zarek","c19","Near Mint","English","","","2023-05-11 04:41:05.377000","198","False","False",""
"2","2","Ral, Storm Conduit","war","Near Mint","English","","","2023-05-11 03:39:29.403000","211","False","False",""
"2","2","Rally of Wings","war","Near Mint","English","","","2023-05-11 03:39:29.403000","27","False","False",""
"1","1","Rally the Forces","mbs","Near Mint","English","","","2023-05-11 03:39:29.403000","73","False","False",""
"2","2","Ramos, Dragon Engine","c17","Near Mint","English","foil","","2023-05-11 03:39:29.403000","55","False","False",""
"1","1","Rampaging Baloths","c19","Near Mint","English","","","2023-05-11 04:41:19.447000","176","False","False",""
"1","1","Rampaging Baloths","cmr","Near Mint","English","","","2023-05-11 04:38:03.290000","431","False","False",""
"1","1","Rampaging Baloths","znc","Near Mint","English","","","2023-05-11 04:38:36.217000","77","False","False",""
"2","2","Rampaging Baloths","c21","Near Mint","English","","","2023-05-11 03:39:29.403000","203","False","False",""
"1","1","Rampant Growth","40k","Near Mint","English","foil","","2023-05-11 04:16:48.350000","220★","False","False",""
"16","16","Rampant Growth","2x2","Near Mint","English","","","2023-05-11 03:39:29.403000","155","False","False",""
"1","1","Rampant Growth","nec","Near Mint","English","","","2023-05-11 04:32:14.727000","125","False","False",""
"1","1","Rampant Growth","ncc","Near Mint","English","","","2023-05-11 04:30:41.427000","304","False","False",""
"1","1","Rampant Growth","afc","Near Mint","English","","","2023-05-11 04:34:18.350000","166","False","False",""
"2","2","Rampant Growth","c21","Near Mint","English","","","2023-05-11 04:36:10.830000","204","False","False",""
"1","1","Rampant Growth","cmr","Near Mint","English","","","2023-05-11 04:38:03.290000","432","False","False",""
"1","1","Rampant Rejuvenator","nec","Near Mint","English","","","2023-05-11 04:32:14.727000","28","False","False",""
"1","1","Ramunap Excavator","cmr","Near Mint","English","","","2023-05-11 04:38:03.290000","433","False","False",""
"1","1","Ranar the Ever-Watchful","khc","Near Mint","English","foil","","2023-05-11 04:37:28.770000","2","False","False",""
"1","1","Rancor","afc","Near Mint","English","","","2023-05-11 04:34:00.793000","167","False","False",""
"5","5","Rancor","2x2","Near Mint","English","","","2023-05-11 03:39:29.403000","156","False","False",""
"1","1","Rapacious One","cmd","Near Mint","English","","","2023-05-11 03:39:29.403000","133","False","False",""
"1","1","Rapid Hybridization","c21","Near Mint","English","","","2023-05-11 04:36:32.777000","126","False","False",""
"1","1","Rashmi and Ragavan","moc","Near Mint","English","foil","","2023-05-11 04:09:20.553000","8","False","False",""
"1","1","Rashmi, Eternities Crafter","c20","Near Mint","English","","","2023-05-11 04:39:34.377000","229","False","False",""
"1","1","Ratadrabik of Urborg","dmu","Near Mint","English","","","2023-05-11 03:39:29.403000","213","False","False",""
"1","1","Rattlechains","voc","Near Mint","English","","","2023-05-11 04:33:01.133000","110","False","False",""
"1","1","Raugrin Crystal","iko","Near Mint","English","","","2023-05-11 04:40:06.800000","238","False","False",""
"4","4","Raugrin Triome","iko","Near Mint","English","","","2023-05-11 03:39:29.403000","251","False","False",""
"1","1","Ravener","40k","Near Mint","English","foil","","2023-05-11 04:16:48.350000","138★","False","False",""
"1","1","Ravenform","khm","Near Mint","English","","","2023-05-11 04:37:28.770000","72","False","False",""
"1","1","Ravenous Baloth","jmp","Near Mint","English","","","2023-05-11 03:39:29.403000","424","False","False",""
"1","1","Ravenous Chupacabra","clb","Near Mint","English","","","2023-05-11 04:27:45.263000","770","False","False",""
"1","1","Ravenous Gigantotherium","c20","Near Mint","English","","","2023-05-11 04:39:34.377000","63","False","False",""
"1","1","Ravenous Necrotitan","one","Near Mint","English","","","2023-05-11 03:39:29.403000","106","False","False",""
"4","4","Ravenous Rats","gvl","Near Mint","English","","","2023-05-11 03:39:29.403000","37","False","False",""
"1","1","Ravenous Rotbelly","mic","Near Mint","English","","","2023-05-11 04:33:19.920000","22","False","False",""
"2","2","Ravenous Squirrel","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","211","False","False",""
"2","2","Raving Visionary","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","56","False","False",""
"2","2","Ravnica at War","war","Near Mint","English","","","2023-05-11 03:39:29.403000","28","False","False",""
"1","1","Ravos, Soultender","c16","Near Mint","English","foil","","2023-05-11 03:39:29.403000","39","False","False",""
"1","1","Ray of Distortion","c19","Near Mint","English","","","2023-05-11 04:41:05.377000","72","False","False",""
"1","1","Rayami, First of the Fallen","c19","Near Mint","English","foil","","2023-05-11 04:40:47.203000","48","False","False",""
"3","3","Razaketh's Rite","hou","Near Mint","English","","","2023-05-11 03:39:29.403000","74","False","False",""
"2","2","Razor Hippogriff","c13","Near Mint","English","","","2023-05-11 03:39:29.403000","19","False","False",""
"8","8","Razor Swine","nph","Near Mint","English","","","2023-05-11 03:39:29.403000","92","False","False",""
"5","5","Razorfield Rhino","mbs","Near Mint","English","","","2023-05-11 03:39:29.403000","127","False","False",""
"2","2","Razorfoot Griffin","m15","Near Mint","English","","","2023-05-11 03:39:29.403000","27","False","False",""
"1","1","Razormane Masticore","ddf","Near Mint","English","","","2023-05-11 03:39:29.403000","56","False","False",""
"7","7","Razortide Bridge","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","252","False","False",""
"1","1","Razortide Bridge","brc","Near Mint","English","","","2023-05-11 04:15:08.683000","195","False","False",""
"4","4","Razorverge Thicket","one","Near Mint","English","","","2023-05-11 03:39:29.403000","257","False","False",""
"1","1","Read the Bones","dmc","Near Mint","English","","","2023-05-11 04:24:45.397000","117","False","False",""
"5","5","Read the Bones","moc","Near Mint","English","","","2023-05-11 03:39:29.403000","267","False","False",""
"3","3","Ready // Willing","dgm","Near Mint","English","","","2023-05-11 03:39:29.403000","132","False","False",""
"1","1","Reality Shaping","moc","Near Mint","English","","","2023-05-11 04:12:54.543000","155","False","False",""
"1","1","Reality Shift","c19","Near Mint","English","","","2023-05-11 04:40:47.203000","92","False","False",""
"1","1","Reality Shift","moc","Near Mint","English","","","2023-05-11 04:09:20.553000","231","False","False",""
"1","1","Reality Shift","nec","Near Mint","English","","","2023-05-11 04:31:54.087000","95","False","False",""
"1","1","Reality Smasher","ogw","Near Mint","English","","","2023-05-11 03:39:29.403000","7","False","False",""
"1","1","Realm-Cloaked Giant // Cast Off","afc","Near Mint","English","","","2023-05-11 04:34:00.793000","70","False","False",""
"2","2","Reaper of Sheoldred","nph","Near Mint","English","","","2023-05-11 03:39:29.403000","72","False","False",""
"5","5","Reassembling Skeleton","afc","Near Mint","English","","","2023-05-11 03:39:29.403000","109","False","False",""
"1","1","Reaver Titan","40k","Near Mint","English","","","2023-05-11 04:18:16.417000","163","False","False",""
"1","1","Reaver Titan","40k","Near Mint","English","foil","","2023-05-11 04:16:35.363000","163★","False","False",""
"4","4","Rebel Salvo","one","Near Mint","English","","","2023-05-11 03:39:29.403000","144","False","False",""
"3","3","Rebuff the Wicked","tsr","Near Mint","English","","","2023-05-11 03:39:29.403000","35","False","False",""
"4","4","Recalibrate","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","57","False","False",""
"1","1","Reckless Barbarian","clb","Near Mint","English","","","2023-05-11 03:39:29.403000","193","False","False",""
"1","1","Reckless Endeavor","afc","Near Mint","English","","","2023-05-11 04:35:03.783000","33","False","False",""
"1","1","Reckless Spite","c21","Near Mint","English","","","2023-05-11 04:36:10.830000","151","False","False",""
"6","6","Reclaim","ori","Near Mint","English","","","2023-05-11 03:39:29.403000","195","False","False",""
"1","1","Reclamation Sage","khc","Near Mint","English","","","2023-05-11 04:37:44.947000","72","False","False",""
"1","1","Reclamation Sage","cmr","Near Mint","English","","","2023-05-11 04:38:03.290000","248","False","False",""
"1","1","Reclamation Sage","c20","Near Mint","English","","","2023-05-11 04:40:26.320000","186","False","False",""
"2","2","Reclusive Taxidermist","vow","Near Mint","English","","","2023-05-11 03:39:29.403000","214","False","False",""
"1","1","Reconnaissance Mission","voc","Near Mint","English","","","2023-05-11 04:33:01.133000","111","False","False",""
"1","1","Reconnaissance Mission","40k","Near Mint","English","foil","","2023-05-11 04:16:35.363000","193★","False","False",""
"1","1","Reconnaissance Mission","40k","Near Mint","English","","","2023-05-11 04:18:16.417000","193","False","False",""
"1","1","Reconnaissance Mission","iko","Near Mint","English","","","2023-05-11 04:40:06.800000","65","False","False",""
"1","1","Reconstruct History","stx","Near Mint","English","","","2023-05-11 04:35:30.470000","222","False","False",""
"1","1","Recurring Insight","roe","Near Mint","English","","","2023-05-11 03:39:29.403000","82","False","False",""
"2","2","Red Sun's Twilight","one","Near Mint","English","","","2023-05-11 03:39:29.403000","145","False","False",""
"1","1","Redemptor Dreadnought","40k","Near Mint","English","foil","","2023-05-11 04:16:35.363000","164★","False","False",""
"1","1","Redemptor Dreadnought","40k","Near Mint","English","","","2023-05-11 04:18:16.417000","164","False","False",""
"2","2","Redirect","m13","Near Mint","English","","","2023-05-11 03:39:29.403000","64","False","False",""
"1","1","Reef Worm","c21","Near Mint","English","","","2023-05-11 04:36:32.777000","127","False","False",""
"1","1","Reflections of Littjara","clb","Near Mint","English","","","2023-05-11 04:27:45.263000","733","False","False",""
"4","4","Refocus","frf","Near Mint","English","","","2023-05-11 03:39:29.403000","47","False","False",""
"1","1","Refuse // Cooperate","c19","Near Mint","English","","","2023-05-11 04:41:05.377000","199","False","False",""
"1","1","Reign of the Pit","ncc","Near Mint","English","","","2023-05-11 04:29:57.457000","258","False","False",""
"1","1","Reins of Power","clb","Near Mint","English","","","2023-05-11 04:28:15.497000","734","False","False",""
"1","1","Reinterpret","c21","Near Mint","English","","","2023-05-11 04:36:52.450000","73","False","False",""
"3","3","Reiterate","tsr","Near Mint","English","","","2023-05-11 03:39:29.403000","182","False","False",""
"1","1","Reject Imperfection","one","Near Mint","English","","","2023-05-11 03:39:29.403000","67","False","False",""
"1","1","Rekindling Phoenix","ncc","Near Mint","English","","","2023-05-11 04:29:57.457000","273","False","False",""
"1","1","Relearn","s99","Near Mint","English","","","2023-05-11 03:39:29.403000","48","False","False",""
"1","1","Release to Memory","nec","Near Mint","English","","","2023-05-11 04:31:54.087000","9","False","False",""
"7","7","Relentless Advance","war","Near Mint","English","","","2023-05-11 03:39:29.403000","64","False","False",""
"1","1","Relentless Assault","cmr","Near Mint","English","","","2023-05-11 04:38:20.830000","416","False","False",""
"3","3","Relic of Legends","dmu","Near Mint","English","","","2023-05-11 03:39:29.403000","236","False","False",""
"1","1","Relic of Progenitus","brc","Near Mint","English","","","2023-05-11 04:15:08.683000","157","False","False",""
"1","1","Relic Putrescence","som","Near Mint","English","","","2023-05-11 03:39:29.403000","77","False","False",""
"1","1","Relic Seeker","cmr","Near Mint","English","","","2023-05-11 04:38:20.830000","382","False","False",""
"10","10","Relief Captain","2x2","Near Mint","English","","","2023-05-11 03:39:29.403000","24","False","False",""
"1","1","Reliquary Tower","brc","Near Mint","English","","","2023-05-11 04:15:30.133000","196","False","False",""
"1","1","Reliquary Tower","40k","Near Mint","English","foil","","2023-05-11 04:16:21.150000","291★","False","False",""
"1","1","Reliquary Tower","clb","Near Mint","English","","","2023-05-11 04:28:15.497000","911","False","False",""
"2","2","Reliquary Tower","dmc","Near Mint","English","","","2023-05-11 03:39:29.403000","227","False","False",""
"1","1","Reliquary Tower","c19","Near Mint","English","","","2023-05-11 04:40:47.203000","268","False","False",""
"1","1","Reliquary Tower","c20","Near Mint","English","","","2023-05-11 04:40:06.800000","301","False","False",""
"1","1","Reliquary Tower","c21","Near Mint","English","","","2023-05-11 04:36:52.450000","311","False","False",""
"1","1","Reliquary Tower","cmr","Near Mint","English","","","2023-05-11 04:38:03.290000","488","False","False",""
"1","1","Rem Karolus, Stalwart Slayer","mid","Near Mint","English","","","2023-05-11 03:39:29.403000","235","False","False",""
"7","7","Remember the Fallen","2xm","Near Mint","English","","","2023-05-11 03:39:29.403000","27","False","False",""
"1","1","Remorseful Cleric","voc","Near Mint","English","","","2023-05-11 04:33:01.133000","97","False","False",""
"1","1","Remote Isle","c20","Near Mint","English","","","2023-05-11 04:40:06.800000","302","False","False",""
"1","1","Renari, Merchant of Marvels","clb","Near Mint","English","","","2023-05-11 03:39:29.403000","90","False","False",""
"2","2","Render Silent","dgm","Near Mint","English","","","2023-05-11 03:39:29.403000","96","False","False",""
"1","1","Renegade Krasis","dgm","Near Mint","English","","","2023-05-11 03:39:29.403000","47","False","False",""
"2","2","Renegade Wheelsmith","aer","Near Mint","English","","","2023-05-11 03:39:29.403000","134","False","False",""
"4","4","Renewed Faith","a25","Near Mint","English","","","2023-05-11 03:39:29.403000","31","False","False",""
"2","2","Repay in Kind","roe","Near Mint","English","","","2023-05-11 03:39:29.403000","125","False","False",""
"4","4","Repeated Reverberation","m20","Near Mint","English","","","2023-05-11 03:39:29.403000","156","False","False",""
"6","6","Repel the Darkness","uma","Near Mint","English","","","2023-05-11 03:39:29.403000","29","False","False",""
"1","1","Replicating Ring","khm","Near Mint","English","","","2023-05-11 04:37:28.770000","244","False","False",""
"1","1","Replicating Ring","moc","Near Mint","English","","","2023-05-11 04:09:20.553000","372","False","False",""
"1","1","Replication Technique","c21","Near Mint","English","","","2023-05-11 04:36:32.777000","31","False","False",""
"2","2","Rescuer Sphinx","war","Near Mint","English","","","2023-05-11 03:39:29.403000","65","False","False",""
"1","1","Resculpt","stx","Near Mint","English","","","2023-05-11 04:36:52.450000","51","False","False",""
"1","1","Research Thief","nec","Near Mint","English","","","2023-05-11 04:31:54.087000","16","False","False",""
"1","1","Reshape the Earth","cmr","Near Mint","English","","","2023-05-11 03:39:29.403000","249","False","False",""
"1","1","Resistance Reunited","one","Near Mint","English","","","2023-05-11 03:39:29.403000","31","False","False",""
"3","3","Resistance Skywarden","one","Near Mint","English","","","2023-05-11 03:39:29.403000","146","False","False",""
"1","1","Resistance Squad","vow","Near Mint","English","","","2023-05-11 03:39:29.403000","32","False","False",""
"1","1","Resourceful Defense","ncc","Near Mint","English","","","2023-05-11 04:31:33.287000","19","False","False",""
"1","1","Response // Resurgence","cmr","Near Mint","English","","","2023-05-11 04:38:20.830000","449","False","False",""
"6","6","Rest for the Weary","wwk","Near Mint","English","","","2023-05-11 03:39:29.403000","18","False","False",""
"1","1","Restless Bloodseeker // Bloodsoaked Reveler","vow","Near Mint","English","","","2023-05-11 03:39:29.403000","128","False","False",""
"1","1","Restoration Angel","moc","Near Mint","English","","","2023-05-11 04:13:21.283000","201","False","False",""
"1","1","Restoration Angel","khc","Near Mint","English","","","2023-05-11 04:37:28.770000","31","False","False",""
"1","1","Restoration Angel","2x2","Near Mint","English","","","2023-05-11 03:39:29.403000","25","False","False",""
"1","1","Restoration Specialist","aer","Near Mint","English","","","2023-05-11 03:39:29.403000","21","False","False",""
"1","1","Restore","cma","Near Mint","English","","","2023-05-11 03:39:29.403000","141","False","False",""
"1","1","Resurgent Belief","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","26","False","False",""
"1","1","Resurrection Orb","40k","Near Mint","English","foil","","2023-05-11 04:16:21.150000","165★","False","False",""
"1","1","Retreat to Emeria","znc","Near Mint","English","","","2023-05-11 04:38:36.217000","20","False","False",""
"1","1","Retreat to Kazandu","znc","Near Mint","English","","","2023-05-11 04:38:36.217000","78","False","False",""
"2","2","Retreat to Kazandu","cmr","Near Mint","English","","","2023-05-11 03:39:29.403000","435","False","False",""
"2","2","Retribution of the Ancients","ktk","Near Mint","English","","","2023-05-11 03:39:29.403000","85","False","False",""
"1","1","Return of the Wildspeaker","znc","Near Mint","English","","","2023-05-11 04:38:36.217000","79","False","False",""
"1","1","Return of the Wildspeaker","afc","Near Mint","English","","","2023-05-11 04:34:18.350000","168","False","False",""
"1","1","Return of the Wildspeaker","c21","Near Mint","English","","","2023-05-11 04:36:32.777000","205","False","False",""
"1","1","Return of the Wildspeaker","clb","Near Mint","English","","","2023-05-11 04:28:45.500000","831","False","False",""
"1","1","Return to Dust","khc","Near Mint","English","","","2023-05-11 04:37:28.770000","32","False","False",""
"1","1","Return to Dust","c21","Near Mint","English","","","2023-05-11 04:35:30.470000","100","False","False",""
"1","1","Return to Dust","cmr","Near Mint","English","","","2023-05-11 04:38:20.830000","43","False","False",""
"1","1","Return to Dust","mic","Near Mint","English","","","2023-05-11 04:33:40.623000","92","False","False",""
"1","1","Return to Dust","moc","Near Mint","English","","","2023-05-11 04:13:06.887000","202","False","False",""
"1","1","Return to Nature","afc","Near Mint","English","","","2023-05-11 04:34:18.350000","169","False","False",""
"6","6","Return to Nature","mid","Near Mint","English","","","2023-05-11 03:39:29.403000","195","False","False",""
"1","1","Return to Nature","moc","Near Mint","English","","","2023-05-11 04:13:21.283000","309","False","False",""
"1","1","Return Upon the Tide","khm","Near Mint","English","","","2023-05-11 04:37:44.947000","106","False","False",""
"1","1","Reveillark","2x2","Near Mint","English","","","2023-05-11 03:39:29.403000","26","False","False",""
"1","1","Reveillark","c20","Near Mint","English","","","2023-05-11 04:39:50.937000","97","False","False",""
"5","5","Reverberate","m13","Near Mint","English","","","2023-05-11 03:39:29.403000","145","False","False",""
"1","1","Reverberate","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","207★","False","False",""
"1","1","Reverse Engineer","moc","Near Mint","English","","","2023-05-11 04:09:20.553000","232","False","False",""
"1","1","Revival Experiment","c21","Near Mint","English","","","2023-05-11 04:36:10.830000","74","False","False",""
"1","1","Revivify","afc","Near Mint","English","","","2023-05-11 04:34:34.557000","10","False","False",""
"7","7","Revolutionist","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","139","False","False",""
"3","3","Rewind","m21","Near Mint","English","","","2023-05-11 03:39:29.403000","63","False","False",""
"1","1","Reyhan, Last of the Abzan","cm2","Near Mint","English","foil","","2023-05-11 03:39:29.403000","13","False","False",""
"1","1","Rhoda, Geist Avenger","voc","Near Mint","English","","","2023-05-11 04:33:01.133000","8","False","False",""
"1","1","Rhox Pikemaster","m10","Near Mint","English","","","2023-05-11 03:39:29.403000","26","False","False",""
"1","1","Rhys the Exiled","khc","Near Mint","English","","","2023-05-11 04:37:44.947000","73","False","False",""
